EM_Tort_ID,Sample_name (collector tort ID),Date_collected,Sex,UTM_Zone,Easting,Northing,MCL_MM,Initial_Weight,Location_ID,Tissue Box,Shearing cycles,Cleaned,Sheared DNA concentration (post cleanup if applicable),uL to get 450ng,Actual ng going into lib prep,beads to add,Adapter,Lib prepped?,Lib plate well,Final lib concentration (ng/uL),Yield,Final library concentration (nM),Sent to Berk?,Lane Number,Berkeley Sample #
etort-113,087PI2004-1,04/22/04,Female,11N,673229,3955284,185,,Eldorado Valley,Eldorado valley 2004 Hagerty,7,1.0,28.85895404,15.59308072,450,46.77924217,BFIDT-015,28-Jul-14,1-B5,5.149666667,37.76%,,30-Jul-14,HSEM014,HSEM014i
etort-115,017FE2004-2,04/27/04,Male,11N,675257,3866793,205,,Fenner Valley,Fennery Valley,7,1.0,31.89469977,14.10892729,450,42.32678187,BFIDT-016,28-Jul-14,1-C5,2.912333333,21.36%,1.46,30-Jul-14,HSEM014,HSEM014j
etort-116,021FE2004-3,04/27/04,Male,11N,688039,3867707,250,,Fenner Valley,Fennery Valley,7,1.0,26.67811234,16.86776014,450,50.60328042,BFIDT-001,28-Jul-14,1-D5,3.378333333,24.77%,1.39,30-Jul-14,HSEM015,HSEM015a
etort-117,032FE2004-1,04/28/04,Male,11N,701646,3879386,240,,Fenner Valley,Fennery Valley,7,1.0,34.07730234,13.20527064,450,39.61581191,BFIDT-004,28-Jul-14,1-E5,1.744333333,12.79%,1.15,30-Jul-14,HSEM015,HSEM015b
etort-119,034FK2004-1,04/22/04,Female,11N,439199,3855879,250,,Fremont-Kramer,Fremont-Kramer,7,1.0,26.75823208,16.81725454,450,50.45176362,BFIDT-006,28-Jul-14,1-F5,4.271,31.32%,,30-Jul-14,HSEM015,HSEM015c
etort-120,037FK2004-1,04/22/04,Male,11N,463108,3887688,232,,Fremont-Kramer,Fremont-Kramer,7,1.0,20.95351294,21.47611244,450,64.42833733,BFIDT-009,28-Jul-14,1-G5,3.631,26.63%,,30-Jul-14,HSEM015,HSEM015d
etort-121,6001,10/14/13,Male,WGS84Ñ11N,643196,3747733,276,4480,Desert Sunlight,Hershey_-80--RBC Box 1,8,1.1,28.57563793,15.74767993,450,47.2430398,BFIDT-016,14-Jul-14,F3,4.552916435,33.39%,5.13,16-Jul-14,HSEM010,HSEM010j
etort-122,6003,09/14/12,Male,WGS84Ñ11N,646450,3747891,290,4900,Desert Sunlight,Hershey_-80--RBC Box 1,8,1.1,22.06494195,20.39434325,450,61.18302975,BFIDT-001,14-Jul-14,G3,6.346075339,46.54%,,16-Jul-14,HSEM011,HSEM011a
etort-123,6004,07/02/12,Female,WGS84Ñ11N,646101,3749650,271,3150,Desert Sunlight,Hershey_-80--RBC Box 1,7,1.1,29.06476516,15.48266423,450,46.4479927,BFIDT-004,14-Jul-14,H3,5.443619719,39.92%,,16-Jul-14,HSEM011,HSEM011b
etort-124,6005,09/11/12,Male,WGS84Ñ11N,647323,3744597,255,3300,Desert Sunlight,Hershey_-80--RBC Box 1,8,1.1,19.54,23.0296827,450,69.08904811,BFIDT-006,14-Jul-14,A5,5.772066555,42.33%,,16-Jul-14,HSEM011,HSEM011c
etort-125,6007,09/13/12,Male,WGS84Ñ11N,646225,3752175,239,2600,Desert Sunlight,Hershey_-80--RBC Box 1,8,1.1,23.10330603,19.47773186,450,58.43319559,BFIDT-009,14-Jul-14,B5,8.399022701,61.59%,,16-Jul-14,HSEM011,HSEM011d
etort-126,6212,05/10/13,Female,WGS84Ñ11N,643657,3735239,276,3800,Desert Sunlight,Hershey_-80--RBC Box 1,7,1.1,17.79598091,25.28660838,450,75.85982515,BFIDT-010,14-Jul-14,C5,4.553534979,33.39%,,16-Jul-14,HSEM011,HSEM011e
etort-127,6214,10/09/12,Male,WGS84Ñ11N,644301,3737487,273,3820,Desert Sunlight,Hershey_-80--RBC Box 1,8,1.1,15.54599564,28.94636088,450,86.83908264,BFIDT-011,14-Jul-14,D5,5.185686893,38.03%,,16-Jul-14,HSEM011,HSEM011f
etort-128,6215,10/14/13,Male,WGS84Ñ11N,643848,3738413,280,4500,Desert Sunlight,Hershey_-80--RBC Box 1,7,1.1,22.58589192,19.92394197,450,59.77182591,BFIDT-012,14-Jul-14,E5,6.788334261,49.78%,,16-Jul-14,HSEM011,HSEM011g
etort-129,6216,10/14/13,Male,WGS84Ñ11N,644933,3734242,292,4575,Desert Sunlight,Hershey_-80--RBC Box 1,8,1.1,23.39324651,19.23632104,450,57.70896312,BFIDT-014,14-Jul-14,F5,5.756602957,42.22%,,16-Jul-14,HSEM011,HSEM011h
etort-130,BS04,05/15/11,Male,NAD83--11N,639231,3934648,256,3150,ISEGS,Hershey_-80,8,1.1,21.53,17.3,372.469,51.9,BFIDT-015,14-Jul-14,G5,3.182841591,28.20%,,16-Jul-14,HSEM011,HSEM011i
etort-131,BS116,05/23/11,Male,NAD83--11N,643227,3943923,192,1460,ISEGS,Hershey_-80,7,1.1,15.88543815,28.32783054,450,84.98349162,BFIDT-016,14-Jul-14,H5,8.935918847,65.53%,,16-Jul-14,HSEM011,HSEM011j
etort-132,BS120,10/05/11,Male,NAD83--11N,636149,3936404,263,3525,ISEGS,Hershey_-80,7,1.1,23.21,19.38819474,450,58.16458423,BFIDT-001,14-Jul-14,A7,2.453578277,17.99%,4.10,30-Jul-14,HSEM012,HSEM012a
etort-133,BS137,05/22/11,Female,NAD83--11N,642570,3933927,228,1875,ISEGS,Hershey_-80,6,1.1,15.74989687,28.57161566,450,85.71484697,BFIDT-004,14-Jul-14,B7,5.883404466,43.14%,,30-Jul-14,HSEM012,HSEM012b
etort-134,BS15,10/09/11,Male,NAD83--11N,638346,3932334,199,1725,ISEGS,Hershey_-80,6,1.1,20.20272261,22.27422554,450,66.82267662,BFIDT-006,14-Jul-14,C7,5.724438671,41.98%,,30-Jul-14,HSEM012,HSEM012c
etort-135,BS151,10/11/11,Male,NAD83--11N,640077,3930608,249,2750,ISEGS,Hershey_-80,8,1.1,28.42595321,15.8306037,450,47.4918111,BFIDT-009,14-Jul-14,D7,3.189645574,23.39%,,30-Jul-14,HSEM012,HSEM012d
etort-136,BS153,05/19/11,Female,NAD83--11N,640814,3936925,235,2600,ISEGS,Hershey_-80,8,1.1,17.49,25.72898799,450,77.18696398,BFIDT-010,14-Jul-14,E7,6.901527804,50.61%,,30-Jul-14,HSEM012,HSEM012e
etort-137,BS158,05/17/11,Female,NAD83--11N,641640,3930318,214,1950,ISEGS,Hershey_-80,8,1.1,16.23,27.72643253,450,83.1792976,BFIDT-011,14-Jul-14,F7,6.141955836,45.04%,,30-Jul-14,HSEM012,HSEM012f
etort-138,BS159,05/21/11,Female,NAD83--11N,634980,3936077,246,2825,ISEGS,Hershey_-80,7,1.1,16.96,26.53301887,450,79.5990566,BFIDT-012,14-Jul-14,G7,5.83392095,42.78%,,30-Jul-14,HSEM012,HSEM012g
etort-139,BS162,05/22/11,Female,NAD83--11N,637095,3940147,227,2450,ISEGS,Hershey_-80,6,1.1,17.28,26.04166667,450,78.125,BFIDT-014,14-Jul-14,H7,7.62955403,55.95%,,30-Jul-14,HSEM012,HSEM012h
etort-140,BS164,10/17/11,Male,NAD83--11N,640701,3935705,316,5600,ISEGS,Hershey_-80,7,1.1,14.77202262,30.46299154,450,91.38897463,BFIDT-010,28-Jul-14,1-H5,4.444333333,32.59%,,30-Jul-14,HSEM015,HSEM015e
etort-141,BS170,10/23/11,Female,NAD83--11N,634800,3939818,222,2300,ISEGS,Hershey_-80,8,1.1,28.46525625,15.8087458,450,47.42623739,BFIDT-011,28-Jul-14,1-A7,5.555666667,40.74%,,30-Jul-14,HSEM015,HSEM015f
etort-142,BS180,07/13/11,Unknown,NAD83--11N,638914,3938924,94,170,ISEGS,Hershey_-80,8,1.1,14.00419478,32.13322915,450,96.39968744,BFIDT-012,28-Jul-14,1-B7,8.259,60.57%,,30-Jul-14,HSEM015,HSEM015g
etort-143,BS242,10/19/11,Male,NAD83--11N,636863,3930447,211,1675,ISEGS,Hershey_-80,6,1.1,21.1602529,21.26628647,450,63.79885941,BFIDT-014,28-Jul-14,1-C7,5.175666667,37.95%,,30-Jul-14,HSEM015,HSEM015h
etort-144,BS322,10/15/11,Female,NAD83--11N,640365,3929154,220,2050,ISEGS,Hershey_-80,6,1.1,16.94419114,26.55777407,450,79.67332221,BFIDT-015,28-Jul-14,1-D7,5.683,41.68%,,30-Jul-14,HSEM015,HSEM015i
etort-145,BS335,10/17/11,Male,NAD83--11N,636485,3933538,271,3570,ISEGS,Hershey_-80,,1.0,23.99806304,18.75151337,450,56.25454012,BFIDT-016,28-Jul-14,1-E7,3.386333333,24.83%,,30-Jul-14,HSEM015,HSEM015j
etort-146,BS46,05/19/11,Female,NAD83--11N,634835,3937976,212,1975,ISEGS,Hershey_-80,,1.0,24.65751013,18.25001785,450,54.75005356,BFIDT-001,28-Jul-14,1-F7,5.627,41.26%,,30-Jul-14,HSEM016,HSEM016a
etort-147,BS49,10/12/11,Male,NAD83--11N,642341,3941204,220,2250,ISEGS,Hershey_-80,,1.0,23.41961613,19.21466165,450,57.64398496,BFIDT-004,28-Jul-14,1-G7,4.511666667,33.09%,,30-Jul-14,HSEM016,HSEM016b
etort-148,BS500,05/23/11,Female,NAD83--11N,658681,3929629,240,2800,ISEGS,Hershey_-80,,1.0,25.03345659,17.97594345,450,53.92783034,BFIDT-006,28-Jul-14,1-H7,5.321,39.02%,,30-Jul-14,HSEM016,HSEM016c
etort-149,BS505,05/23/11,Male,NAD83--11N,653219,3933532,214,1975,ISEGS,Hershey_-80,,1.0,23.37999648,19.24722275,450,57.74166824,BFIDT-009,28-Jul-14,1-A9,6.551,48.04%,,30-Jul-14,HSEM016,HSEM016d
etort-150,BS51,05/19/11,Male,NAD83--11N,637504,3938874,234,2450,ISEGS,Hershey_-80,,1.0,25.03257616,17.97657569,450,53.92972707,BFIDT-010,28-Jul-14,1-B9,7.150333333,52.44%,,30-Jul-14,HSEM016,HSEM016e
etort-151,BS510,05/23/11,Male,NAD83--11N,656914,3927257,265,4050,ISEGS,Hershey_-80,,1.0,25.67001233,17.53018247,450,52.5905474,BFIDT-011,28-Jul-14,1-C9,3.343666667,24.52%,,30-Jul-14,HSEM016,HSEM016f
etort-152,BS517,10/25/11,Male,NAD83--11N,653389,3931564,227,1750,ISEGS,Hershey_-80,,1.0,23.05863708,19.51546392,450,58.54639175,BFIDT-012,28-Jul-14,1-D9,6.409666667,47.00%,,30-Jul-14,HSEM016,HSEM016g
etort-153,BS522,05/20/11,Male,NAD83--11N,651187,3932250,265,3925,ISEGS,Hershey_-80,,1.0,28.2364853,15.93682766,450,47.81048299,BFIDT-014,28-Jul-14,1-E9,5.072333333,37.20%,,30-Jul-14,HSEM016,HSEM016h
etort-154,BS530,10/13/11,Male,NAD83--11N,654410,3930112,211,1880,ISEGS,Hershey_-80,,1.0,30.4534249,14.7766631,450,44.3299893,BFIDT-015,28-Jul-14,1-F9,2.533666667,18.58%,1.71,30-Jul-14,HSEM016,HSEM016i
etort-155,BS537,10/13/11,Male,NAD83--11N,651985,3933098,235,2350,ISEGS,Hershey_-80,,1.0,21.44655749,20.98238844,450,62.94716532,BFIDT-016,28-Jul-14,1-G9,8.914333333,65.37%,,30-Jul-14,HSEM016,HSEM016j
etort-156,BS538,05/20/11,Female,NAD83--11N,656712,3930752,219,2100,ISEGS,Hershey_-80,,1.0,22.09984152,20.36213697,450,61.0864109,BFIDT-001,28-Jul-14,1-H9,10.375,76.08%,,30-Jul-14,HSEM017,HSEM017a
etort-157,BS55,05/21/11,Female,NAD83--11N,640123,3939571,224,2350,ISEGS,Hershey_-80,,1.0,23.86335622,18.85736423,450,56.57209268,BFIDT-004,28-Jul-14,1-A11,7.316333333,53.65%,,30-Jul-14,HSEM017,HSEM017b
etort-158,BS56,05/22/11,Female,NAD83--11N,636323,3938418,236,2975,ISEGS,Hershey_-80,,1.0,25.50977285,17.6402982,450,52.9208946,BFIDT-006,28-Jul-14,1-B11,8.479,62.18%,,30-Jul-14,HSEM017,HSEM017c
etort-159,BS607,10/21/11,Unknown,NAD83--11N,643401,3928722,86,130,ISEGS,Hershey_-80,,1.0,13.06568058,34.44137466,450,103.324124,BFIDT-009,28-Jul-14,1-C11,14.67233333,107.60%,,30-Jul-14,HSEM017,HSEM017d
etort-161,BS642,10/20/11,Female,NAD83--11N,644212,3926658,196,1525,ISEGS,Hershey_-80,,1.0,23.21799613,19.38151758,450,58.14455273,BFIDT-010,28-Jul-14,1-D11,4.182333333,30.67%,,30-Jul-14,HSEM017,HSEM017e
etort-162,BS646,10/22/11,Female,NAD83--11N,641669,3927554,227,2025,ISEGS,Hershey_-80,,1.0,11.91583025,37.76488843,450,113.2946653,BFIDT-011,28-Jul-14,1-E11,13.465,98.74%,,30-Jul-14,HSEM017,HSEM017f
etort-163,BS78,05/16/11,Male,NAD83--11N,639034,3937403,248,2750,ISEGS,Hershey_-80,,1.0,22.47666843,20.0207607,450,60.06228211,BFIDT-012,28-Jul-14,1-F11,10.78633333,79.10%,,30-Jul-14,HSEM017,HSEM017g
etort-164,BS88,05/15/11,Male,NAD83--11N,638270,3936376,266,3750,ISEGS,Hershey_-80,,1.0,29.33262898,15.34127746,450,46.02383239,BFIDT-014,28-Jul-14,1-G11,6.523666667,47.84%,,30-Jul-14,HSEM017,HSEM017h
etort-166,SL413,05/19/13,Female,WGS84Ñ11N,640138,3938058,235,2400,Stateline,Hershey_-80,,1.0,17.17467864,24,412.1922874,72,BFIDT-015,28-Jul-14,1-H11,10.16166667,81.35%,,30-Jul-14,HSEM017,HSEM017i
etort-167,Sl423,09/14/12,Male,WGS84Ñ11N,642269,3938241,253,3100,Stateline,Hershey_-80,,1.0,22.59992957,19.91156648,450,59.73469944,BFIDT-016,28-Jul-14,2-A1,11.757,86.22%,,30-Jul-14,HSEM017,HSEM017j
etort-168,SL427,09/15/12,Female,WGS84Ñ11N,639406,3940594,225,2460,Stateline,Hershey_-80,,1.0?,16.83,26.73796791,450,80.21390374,BFIDT-001,28-Jul-14,2-B1,11.58766667,84.98%,,30-Jul-14,HSEM018,HSEM018a
etort-169,SL434,05/19/13,Female,WGS84Ñ11N,641797,3942765,226,2550,Stateline,Hershey_-80,,1.0?,12.63754636,35.60817799,450,106.824534,BFIDT-004,28-Jul-14,2-C1,9.643666667,70.72%,,30-Jul-14,HSEM018,HSEM018b
etort-170,SS1011,05/19/13,Male,WGS84Ñ11N,653444,3944123,279,3790,Silver State,Hershey_-80,,1.0?,19.58,22.98263534,450,68.94790603,BFIDT-006,28-Jul-14,2-D1,4.025666667,29.52%,,30-Jul-14,HSEM018,HSEM018c
etort-172,SS1013,09/13/12,Male,WGS84Ñ11N,653820,3940834,288,4075,Silver State,Hershey_-80,,1.0?,23.699617,18.98764862,450,56.96294586,BFIDT-009,28-Jul-14,2-E1,3.825666667,28.05%,,30-Jul-14,HSEM018,HSEM018d
etort-173,SS1021,09/08/12,Male,WGS84Ñ11N,653705,3943061,311,4775,Silver State,Hershey_-80,,1.0?,11.58216305,38.85284623,450,116.5585387,BFIDT-010,28-Jul-14,2-F1,11.90766667,87.32%,,30-Jul-14,HSEM018,HSEM018e
etort-174,SS1026,05/16/13,Female,WGS84Ñ11N,651499,3944699,202,1750,Silver State,Hershey_-80,,1.0?,13.27770685,33.89139443,450,101.6741833,BFIDT-011,28-Jul-14,2-G1,10.629,77.95%,,30-Jul-14,HSEM018,HSEM018f
etort-175,SS1027,09/11/12,Male,WGS84Ñ11N,650947,3944177,229,2425,Silver State,Hershey_-80,,1.0?,15.69426713,28.67289032,450,86.01867095,BFIDT-012,28-Jul-14,2-H1,9.579,70.25%,,30-Jul-14,HSEM018,HSEM018g
etort-176,Ss1038,09/13/12,Male,WGS84Ñ11N,650056,3944567,231,2410,Silver State,Hershey_-80,,1.0?,22.96887349,19.5917314,450,58.77519421,BFIDT-014,28-Jul-14,2-A3,6.246333333,45.81%,,30-Jul-14,HSEM018,HSEM018h
etort-177,SS1052,09/12/12,Female,WGS84Ñ11N,649874,3942720,200,1700,Silver State,Hershey_-80,,1.0?,13.63213569,33.0102348,450,99.03070439,BFIDT-015,28-Jul-14,2-B3,2.924333333,21.45%,2.6,30-Jul-14,HSEM018,HSEM018i
etort-178,SS1053,05/18/13,Male,WGS84Ñ11N,649959,3943622,245,2900,Silver State,Hershey_-80,,1.0?,13.05276917,34.47544305,450,103.4263291,BFIDT-016,28-Jul-14,2-C3,8.028333333,58.87%,,30-Jul-14,HSEM018,HSEM018j
etort-179,SS1056,05/19/13,Male,WGS84Ñ11N,650686,3941312,248,3050,Silver State,Hershey_-80,,1.0?,18.11873062,24.83617696,450,74.50853088,BFIDT-001,28-Jul-14,2-D3,7.431,54.49%,,30-Jul-14,HSEM019,HSEM019a
etort-180,Ss1057,09/16/12,Male,WGS84Ñ11N,649190,3945353,236,2750,Silver State,Hershey_-80,,1.0?,19.03,23.64687336,450,70.94062007,BFIDT-006,28-Jul-14,2-E3,5.703666667,41.83%,,30-Jul-14,HSEM019,HSEM019c
etort-181,SS1061,05/16/13,Male,WGS84Ñ11N,649923,3946492,273,3460,Silver State,Hershey_-80,,1.0?,19.4,23.19587629,450,69.58762887,BFIDT-009,28-Jul-14,2-F3,5.947666667,43.62%,,30-Jul-14,HSEM019,HSEM019d
etort-182,SS1066,09/19/12,Female,WGS84Ñ11N,648163,3941322,227,2250,Silver State,Hershey_-80,,1.0?,20.70125844,21.73780891,450,65.21342672,BFIDT-010,28-Jul-14,2-G3,6.524333333,47.85%,,30-Jul-14,HSEM019,HSEM019e
etort-183,SS1068,09/23/12,Male,WGS84Ñ11N,648189,3940376,255,3700,Silver State,Hershey_-80,,1.0?,29.18,15.42152159,450,46.26456477,BFIDT-011,28-Jul-14,2-H3,3.391666667,24.87%,,30-Jul-14,HSEM019,HSEM019f
etort-184,SS1070,05/17/13,Male,WGS84Ñ11N,649968,3941699,247,2700,Silver State,Hershey_-80,,1.0?,14.78,30.44654939,450,91.33964817,BFIDT-012,28-Jul-14,2-A5,9.183666667,67.35%,,30-Jul-14,HSEM019,HSEM019g
etort-185,SS1075,05/16/13,Female,WGS84Ñ11N,649966,3940401,220,2125,Silver State,Hershey_-80,,1.0?,14.5,31.03448276,450,93.10344828,BFIDT-014,28-Jul-14,2-B5,8.727,64.00%,,30-Jul-14,HSEM019,HSEM019h
etort-186,SS1076,05/20/13,Male,WGS84Ñ11N,651304,3948405,218,2060,Silver State,Hershey_-80,,1.0?,17.74,25.36640361,450,76.09921082,BFIDT-015,28-Jul-14,2-C5,6.001,44.01%,,30-Jul-14,HSEM019,HSEM019i
etort-187,SS1080,05/19/13,Male,WGS84Ñ11N,652266,3940286,264,3175,Silver State,Hershey_-80,,1.0?,11.58,38.86010363,450,116.5803109,BFIDT-016,28-Jul-14,2-D5,8.515666667,62.45%,,30-Jul-14,HSEM019,HSEM019j
